filename,shape,operation,a,b,c,d,e,f,g,h,i,j,k,l,hue,sat,val,rot_x,rot_y,rot_z,pos_x,pos_y,pos_z
shape_0.png,0,0,2.662669,1.249511,0,0,0,0,0,0,0,0,0,0,0.05294682,1,1,32.44447,251.178,319.1266,0.5868125,0.5868125,0.5868125
shape_1.png,15,0,1.622726,0.6675285,1.432613,0,0,0,0,0,0,0,0,0,0.4654242,1,1,339.1398,84.60025,328.8489,0.2196285,0.2196285,0.2196285
shape_2.png,3,0,2.587109,0.6079284,0,0,0,0,0,0,0,0,0,0,0.2820663,1,1,11.06687,143.4909,87.67636,0.2042114,0.2042114,0.2042114
shape_3.png,11,0,0,2.292835,0,0,-0.7677753,0,1.560978,0,0,0,0,0,0.3662908,1,1,310.6776,318.4533,272.2335,0.2715521,0.2715521,0.2715521
shape_4.png,0,0,3.259933,2.363546,0,0,0,0,0,0,0,0,0,0,0.4435552,1,1,33.79867,169.6865,40.63982,-0.9338272,-0.9338272,-0.9338272
shape_5.png,11,0,0,2.431235,0,0,-2.016313,0,2.985984,0,0,0,0,0,0.7749412,1,1,358.9624,60.93616,331.8709,-0.3571404,-0.3571404,-0.3571404
shape_6.png,9,0,4.699035,2.169508,0,0,0,0,0,0,0,0,0,0,0.5338542,1,1,312.3141,206.3002,105.5726,-0.892406,-0.892406,-0.892406
shape_7.png,9,0,2.048049,0.5322899,0,0,0,0,0,0,0,0,0,0,0.256833,1,1,287.3233,148.6195,220.0466,0.1223341,0.1223341,0.1223341
shape_8.png,14,0,1.164324,0.2904968,0,0,0,0,0,0,0,0,0,0,0.2248949,1,1,320.0839,137.425,21.55896,0.3315975,0.3315975,0.3315975
shape_9.png,26,0,11.06401,0,0,0,0,0,0,0,0,0,0,0,0.538686,1,1,280.5396,120.9895,121.3218,-0.02596986,-0.02596986,-0.02596986
shape_10.png,26,0,11.68871,0,0,0,0,0,0,0,0,0,0,0,0.6974724,1,1,71.8133,166.6522,337.8132,-0.3482105,-0.3482105,-0.3482105
shape_11.png,13,0,2.674313,0,0,0,0,0,0,0,0,0,0,0,0.1301785,1,1,13.93648,311.0132,118.0825,0.01249802,0.01249802,0.01249802
shape_12.png,3,0,2.039429,0.8034722,0,0,0,0,0,0,0,0,0,0,0.8347151,1,1,66.58473,257.4866,326.5763,0.708986,0.708986,0.708986
shape_13.png,10,0,2.152557,2.056267,0,0,0,0,0,0,0,0,0,0,0.9557922,1,1,1.593636,230.7931,138.9298,0.4897673,0.4897673,0.4897673
shape_14.png,22,0,1.703446,1.89881,4.718743,0,0,0,0,0,0,0,0,0,0.3034488,1,1,7.457486,105.2549,108.2995,-0.2676588,-0.2676588,-0.2676588
shape_15.png,0,0,3.131184,2.092269,0,0,0,0,0,0,0,0,0,0,0.4898323,1,1,28.09651,205.968,291.0636,0.4864456,0.4864456,0.4864456
shape_16.png,23,0,4.567604,3.628494,2.230253,0,0,0,0,0,0,0,0,0,0.5676386,1,1,326.0934,275.7738,303.075,-0.2076901,-0.2076901,-0.2076901
shape_17.png,1,0,1.498818,3.695636,4.993217,0,0,0,0,0,0,0,0,0,0.1610775,1,1,321.6974,69.0622,46.85122,0.3900809,0.3900809,0.3900809
shape_18.png,15,0,2.363885,1.477826,2.271345,0,0,0,0,0,0,0,0,0,0.8667653,1,1,83.45007,328.4983,61.7674,0.04063356,0.04063356,0.04063356
shape_19.png,9,0,2.487443,1.810158,0,0,0,0,0,0,0,0,0,0,0.9080017,1,1,313.6016,143.5048,120.8694,-0.4595348,-0.4595348,-0.4595348
shape_20.png,1,0,1.701585,1.62654,1.4498,0,0,0,0,0,0,0,0,0,0.3867036,1,1,78.55988,250.6468,204.1123,0.8149981,0.8149981,0.8149981
shape_21.png,5,0,1.506657,2.42134,0.5580494,0,0,0,0,0,0,0,0,0,0.9865088,1,1,322.3891,7.534358,234.6088,0.8379653,0.8379653,0.8379653
shape_22.png,17,0,3.824927,3.836962,3.527764,0.4832892,0,0,0,0,0,0,0,0,0.567618,1,1,1.325194,65.63455,283.2361,-0.1692129,-0.1692129,-0.1692129
shape_23.png,17,0,1.922177,1.000254,2.232835,0.2190047,0,0,0,0,0,0,0,0,0.6814651,1,1,359.4754,261.0143,95.91947,0.3484349,0.3484349,0.3484349
shape_24.png,3,0,3.826101,0.2027887,0,0,0,0,0,0,0,0,0,0,0.4862773,1,1,294.447,175.072,206.8275,-0.5276663,-0.5276663,-0.5276663
shape_25.png,26,0,11.63494,0,0,0,0,0,0,0,0,0,0,0,0.3907558,1,1,11.71684,164.5765,115.1423,-0.08985889,-0.08985889,-0.08985889
shape_26.png,2,0,3.568823,0,0,0,0,0,0,0,0,0,0,0,0.9554155,1,1,72.7393,98.88296,143.4828,0.787365,0.787365,0.787365
shape_27.png,26,0,8.296293,0,0,0,0,0,0,0,0,0,0,0,0.6558623,1,1,291.1105,278.3358,358.8852,-0.1076912,-0.1076912,-0.1076912
shape_28.png,5,0,1.645299,1.830857,0.5263649,0,0,0,0,0,0,0,0,0,0.7978037,1,1,75.78967,176.3963,116.6143,-0.4805015,-0.4805015,-0.4805015
shape_29.png,9,0,2.766285,1.029625,0,0,0,0,0,0,0,0,0,0,0.9323676,1,1,353.4636,279.1288,300.5002,-0.4953333,-0.4953333,-0.4953333
shape_30.png,5,0,1.307642,1.941994,0.2234047,0,0,0,0,0,0,0,0,0,0.2484737,1,1,323.4671,304.8712,135.7488,0.5234399,0.5234399,0.5234399
shape_31.png,1,0,1.581583,1.180505,4.214154,0,0,0,0,0,0,0,0,0,0.5966026,1,1,6.525423,124.5656,82.60154,0.2316016,0.2316016,0.2316016
shape_32.png,14,0,2.370715,0.1051614,0,0,0,0,0,0,0,0,0,0,0.6188543,1,1,357.027,276.7758,30.42909,0.2976362,0.2976362,0.2976362
shape_33.png,1,0,2.776326,4.876255,2.59941,0,0,0,0,0,0,0,0,0,0.4009417,1,1,45.44548,261.9354,109.888,-0.05406964,-0.05406964,-0.05406964
shape_34.png,9,0,2.457937,1.2555,0,0,0,0,0,0,0,0,0,0,0.9590666,1,1,2.244443,79.49699,232.5393,-0.002190709,-0.002190709,-0.002190709
shape_35.png,26,0,8.749682,0,0,0,0,0,0,0,0,0,0,0,0.1816279,1,1,44.93269,6.475343,103.9312,-0.4678108,-0.4678108,-0.4678108
shape_36.png,13,0,1.67252,0,0,0,0,0,0,0,0,0,0,0,0.9245879,1,1,313.4859,34.78338,22.00483,-0.7573099,-0.7573099,-0.7573099
shape_37.png,6,0,0.151817,0.1896428,2.820683,0,0,0,0,0,0,0,0,0,0.1110081,1,1,44.87865,136.4208,257.8085,-0.06767213,-0.06767213,-0.06767213
shape_38.png,6,0,0.1506935,0.1322274,3.094952,0,0,0,0,0,0,0,0,0,0.190173,1,1,302.2637,138.2409,22.52557,-0.4495095,-0.4495095,-0.4495095
shape_39.png,23,0,2.41761,4.214778,4.607665,0,0,0,0,0,0,0,0,0,0.4915479,1,1,7.031662,94.25343,207.4898,-0.8706686,-0.8706686,-0.8706686
shape_40.png,15,0,1.739694,1.192348,2.066173,0,0,0,0,0,0,0,0,0,0.4471374,1,1,333.6738,245.7339,76.03586,-0.3818856,-0.3818856,-0.3818856
shape_41.png,23,0,4.38781,3.15026,4.5523,0,0,0,0,0,0,0,0,0,0.2418485,1,1,16.87511,110.289,115.99,0.8651364,0.8651364,0.8651364
shape_42.png,26,0,9.295077,0,0,0,0,0,0,0,0,0,0,0,0.4607144,1,1,30.80232,313.4544,352.4528,0.4475815,0.4475815,0.4475815
shape_43.png,13,0,1.485868,0,0,0,0,0,0,0,0,0,0,0,0.4334485,1,1,58.16084,82.16393,294.999,0.6291118,0.6291118,0.6291118
shape_44.png,3,0,2.655419,0.8771505,0,0,0,0,0,0,0,0,0,0,0.4185003,1,1,305.8114,42.42273,209.7749,-0.6294067,-0.6294067,-0.6294067
shape_45.png,25,0,2.553574,0,0,0,0,0,0,0,0,0,0,0,0.2077483,1,1,66.03303,91.2495,285.3969,-0.4871711,-0.4871711,-0.4871711
shape_46.png,9,0,2.484743,2.700139,0,0,0,0,0,0,0,0,0,0,0.9213402,1,1,52.98117,332.8003,48.65695,-0.2151982,-0.2151982,-0.2151982
